,featurecode,years,units,value,region_of_residence,breakdown_of_domestic_tourism
1716,S12000033,2014-2016,million pounds (GBP),96,England,Expenditure
1717,S12000033,2017-2019,Thousand Visits,223,England,Visits
1718,S12000033,2012-2014,million pounds (GBP),63,Scotland,Expenditure
1719,S12000033,2010-2012,million pounds (GBP),77,England,Expenditure
1720,S12000033,2009-2011,Thousand Visits,295,England,Visits
1721,S12000033,2016-2018,Thousand Visits,262,England,Visits
1722,S12000033,2009-2011,Thousand Visits,409,Scotland,Visits
1723,S12000033,2011-2013,million pounds (GBP),162,All of GB,Expenditure
1724,S12000033,2015-2017,million pounds (GBP),86,England,Expenditure
1725,S12000033,2016-2018,Thousand Visits,300,Scotland,Visits
1726,S12000033,2012-2014,Thousand Visits,718,All of GB,Visits
1727,S12000033,2015-2017,Thousand Visits,309,Scotland,Visits
1728,S12000033,2010-2012,million pounds (GBP),159,All of GB,Expenditure
1729,S12000033,2017-2019,Thousand Visits,317,Scotland,Visits
1730,S12000033,2012-2014,million pounds (GBP),83,England,Expenditure
1731,S12000033,2011-2013,million pounds (GBP),87,England,Expenditure
1732,S12000033,2012-2014,million pounds (GBP),148,All of GB,Expenditure
1733,S12000033,2013-2015,Thousand Visits,328,Scotland,Visits
1734,S12000033,2016-2018,Thousand Nights,924,England,Nights
1735,S12000033,2013-2015,Thousand Visits,661,All of GB,Visits
1736,S12000033,2017-2019,Thousand Visits,543,All of GB,Visits
1737,S12000033,2015-2017,Thousand Visits,270,England,Visits
1738,S12000033,2013-2015,million pounds (GBP),102,England,Expenditure
1739,S12000033,2009-2011,million pounds (GBP),164,All of GB,Expenditure
1740,S12000033,2016-2018,million pounds (GBP),64,England,Expenditure
1741,S12000033,2009-2011,million pounds (GBP),64,Scotland,Expenditure
1742,S12000033,2010-2012,Thousand Visits,443,Scotland,Visits
1743,S12000033,2016-2018,million pounds (GBP),58,Scotland,Expenditure
1744,S12000033,2011-2013,Thousand Visits,781,All of GB,Visits
1745,S12000033,2010-2012,million pounds (GBP),70,Scotland,Expenditure
1746,S12000033,2014-2016,Thousand Nights,850,Scotland,Nights
1747,S12000033,2009-2011,Thousand Nights,1066,England,Nights
1748,S12000033,2013-2015,Thousand Nights,1847,All of GB,Nights
1749,S12000033,2017-2019,Thousand Nights,683,Scotland,Nights
1750,S12000033,2014-2016,Thousand Nights,996,England,Nights
1751,S12000033,2012-2014,Thousand Nights,911,England,Nights
1752,S12000033,2012-2014,Thousand Nights,1779,All of GB,Nights
1753,S12000033,2017-2019,million pounds (GBP),54,Scotland,Expenditure
1754,S12000033,2011-2013,Thousand Nights,924,Scotland,Nights
1755,S12000033,2010-2012,Thousand Nights,887,England,Nights
1756,S12000033,2015-2017,Thousand Nights,725,Scotland,Nights
1757,S12000033,2014-2016,Thousand Nights,1952,All of GB,Nights
1758,S12000033,2016-2018,Thousand Nights,1677,All of GB,Nights
1759,S12000033,2009-2011,Thousand Nights,942,Scotland,Nights
1760,S12000033,2013-2015,Thousand Nights,723,Scotland,Nights
1761,S12000033,2009-2011,Thousand Nights,2157,All of GB,Nights
1762,S12000033,2015-2017,million pounds (GBP),63,Scotland,Expenditure
1763,S12000033,2017-2019,million pounds (GBP),56,England,Expenditure
1764,S12000033,2013-2015,Thousand Visits,325,England,Visits
1765,S12000033,2015-2017,Thousand Nights,911,England,Nights
1766,S12000033,2017-2019,Thousand Nights,1546,All of GB,Nights
1767,S12000033,2010-2012,Thousand Nights,997,Scotland,Nights
1768,S12000033,2010-2012,Thousand Nights,2004,All of GB,Nights
1769,S12000033,2010-2012,Thousand Visits,274,England,Visits
1770,S12000033,2015-2017,Thousand Visits,592,All of GB,Visits
1771,S12000033,2013-2015,Thousand Nights,1077,England,Nights
1772,S12000033,2011-2013,million pounds (GBP),65,Scotland,Expenditure
1773,S12000033,2009-2011,million pounds (GBP),86,England,Expenditure
1774,S12000033,2012-2014,Thousand Visits,313,England,Visits
1775,S12000033,2017-2019,Thousand Nights,844,England,Nights
1776,S12000033,2014-2016,Thousand Visits,332,Scotland,Visits
1777,S12000033,2014-2016,Thousand Visits,639,All of GB,Visits
1778,S12000033,2014-2016,million pounds (GBP),64,Scotland,Expenditure
1779,S12000033,2011-2013,Thousand Nights,1980,All of GB,Nights
1780,S12000033,2012-2014,Thousand Nights,856,Scotland,Nights
1781,S12000033,2016-2018,Thousand Nights,689,Scotland,Nights
1782,S12000034,2009-2011,million pounds (GBP),44,All of GB,Expenditure
1783,S12000034,2009-2011,Thousand Nights,598,Scotland,Nights
1784,S12000034,2009-2011,million pounds (GBP),20,England,Expenditure
1785,S12000034,2009-2011,million pounds (GBP),23,Scotland,Expenditure
1786,S12000034,2010-2012,Thousand Nights,693,Scotland,Nights
1787,S12000034,2009-2011,Thousand Nights,517,England,Nights
1788,S12000034,2015-2017,million pounds (GBP),25,Scotland,Expenditure
1789,S12000034,2015-2017,Thousand Visits,91,England,Visits
1790,S12000034,2010-2012,Thousand Visits,81,England,Visits
1791,S12000034,2012-2014,Thousand Visits,387,All of GB,Visits
1792,S12000034,2013-2015,Thousand Nights,547,England,Nights
1793,S12000034,2015-2017,Thousand Visits,241,All of GB,Visits
1794,S12000034,2012-2014,million pounds (GBP),46,Scotland,Expenditure
1795,S12000034,2010-2012,million pounds (GBP),18,England,Expenditure
1796,S12000034,2011-2013,million pounds (GBP),23,England,Expenditure
1797,S12000034,2014-2016,Thousand Nights,307,England,Nights
1798,S12000034,2017-2019,Thousand Nights,415,England,Nights
1799,S12000034,2010-2012,Thousand Nights,1111,All of GB,Nights
1800,S12000034,2013-2015,Thousand Nights,794,Scotland,Nights
1801,S12000034,2012-2014,million pounds (GBP),67,All of GB,Expenditure
1802,S12000034,2009-2011,Thousand Visits,202,Scotland,Visits
1803,S12000034,2010-2012,Thousand Visits,271,Scotland,Visits
1804,S12000034,2010-2012,million pounds (GBP),32,Scotland,Expenditure
1805,S12000034,2009-2011,Thousand Nights,1156,All of GB,Nights
1806,S12000034,2017-2019,Thousand Nights,1254,All of GB,Nights
1807,S12000034,2011-2013,Thousand Visits,386,All of GB,Visits
1808,S12000034,2015-2017,Thousand Nights,433,England,Nights
1809,S12000034,2016-2018,Thousand Visits,111,England,Visits
1810,S12000034,2011-2013,Thousand Visits,99,England,Visits
1811,S12000034,2011-2013,million pounds (GBP),61,All of GB,Expenditure
1812,S12000034,2017-2019,million pounds (GBP),16,England,Expenditure
1813,S12000034,2014-2016,million pounds (GBP),55,All of GB,Expenditure
1814,S12000034,2013-2015,million pounds (GBP),20,England,Expenditure
1815,S12000034,2017-2019,million pounds (GBP),34,Scotland,Expenditure
1816,S12000034,2013-2015,Thousand Visits,85,England,Visits
1817,S12000034,2010-2012,million pounds (GBP),51,All of GB,Expenditure
1818,S12000034,2012-2014,million pounds (GBP),20,England,Expenditure
1819,S12000034,2011-2013,million pounds (GBP),37,Scotland,Expenditure
1820,S12000034,2017-2019,million pounds (GBP),52,All of GB,Expenditure
1821,S12000034,2016-2018,Thousand Nights,1182,All of GB,Nights
1822,S12000034,2014-2016,million pounds (GBP),18,England,Expenditure
1823,S12000034,2016-2018,million pounds (GBP),53,All of GB,Expenditure
1824,S12000034,2011-2013,Thousand Nights,839,Scotland,Nights
1825,S12000034,2015-2017,million pounds (GBP),51,All of GB,Expenditure
1826,S12000034,2011-2013,Thousand Nights,1489,All of GB,Nights
1827,S12000034,2016-2018,million pounds (GBP),22,England,Expenditure
1828,S12000034,2016-2018,Thousand Visits,326,All of GB,Visits
1829,S12000034,2017-2019,Thousand Visits,100,England,Visits
1830,S12000034,2010-2012,Thousand Nights,393,England,Nights
1831,S12000034,2014-2016,million pounds (GBP),36,Scotland,Expenditure
1832,S12000034,2016-2018,Thousand Nights,587,Scotland,Nights
1833,S12000034,2014-2016,Thousand Visits,272,All of GB,Visits
1834,S12000034,2016-2018,Thousand Visits,202,Scotland,Visits
1835,S12000034,2017-2019,Thousand Nights,707,Scotland,Nights
1836,S12000034,2011-2013,Thousand Nights,624,England,Nights
1837,S12000034,2014-2016,Thousand Visits,63,England,Visits
1838,S12000034,2014-2016,Thousand Nights,613,Scotland,Nights
1839,S12000034,2013-2015,Thousand Visits,228,Scotland,Visits
1840,S12000034,2009-2011,Thousand Visits,106,England,Visits
1841,S12000034,2012-2014,Thousand Nights,911,Scotland,Nights
1842,S12000034,2016-2018,million pounds (GBP),29,Scotland,Expenditure
1843,S12000034,2011-2013,Thousand Visits,285,Scotland,Visits
1844,S12000034,2015-2017,million pounds (GBP),25,England,Expenditure
1845,S12000034,2014-2016,Thousand Visits,203,Scotland,Visits
1846,S12000034,2009-2011,Thousand Visits,314,All of GB,Visits
1847,S12000034,2016-2018,Thousand Nights,450,England,Nights
1848,S12000034,2013-2015,Thousand Nights,1346,All of GB,Nights
1849,S12000034,2013-2015,million pounds (GBP),37,Scotland,Expenditure
1850,S12000034,2013-2015,Thousand Visits,316,All of GB,Visits
1851,S12000034,2015-2017,Thousand Nights,472,Scotland,Nights
1852,S12000034,2012-2014,Thousand Visits,82,England,Visits
1853,S12000034,2012-2014,Thousand Nights,1465,All of GB,Nights
1854,S12000034,2017-2019,Thousand Visits,364,All of GB,Visits
1855,S12000034,2014-2016,Thousand Nights,938,All of GB,Nights
1856,S12000034,2012-2014,Thousand Visits,303,Scotland,Visits
1857,S12000034,2017-2019,Thousand Visits,253,Scotland,Visits
1858,S12000034,2015-2017,Thousand Nights,925,All of GB,Nights
1859,S12000034,2012-2014,Thousand Nights,548,England,Nights
1860,S12000034,2013-2015,million pounds (GBP),58,All of GB,Expenditure
1861,S12000034,2010-2012,Thousand Visits,355,All of GB,Visits
1862,S12000034,2015-2017,Thousand Visits,145,Scotland,Visits
1863,S12000035,2016-2018,Thousand Visits,324,England,Visits
1864,S12000035,2013-2015,Thousand Nights,1726,England,Nights
1865,S12000035,2017-2019,million pounds (GBP),88,Scotland,Expenditure
1866,S12000035,2017-2019,Thousand Nights,1770,England,Nights
1867,S12000035,2012-2014,Thousand Nights,1601,England,Nights
1868,S12000035,2017-2019,million pounds (GBP),199,All of GB,Expenditure
1869,S12000035,2009-2011,Thousand Visits,860,All of GB,Visits
1870,S12000035,2014-2016,Thousand Visits,334,England,Visits
1871,S12000035,2012-2014,Thousand Nights,3317,All of GB,Nights
1872,S12000035,2010-2012,million pounds (GBP),92,Scotland,Expenditure
1873,S12000035,2014-2016,Thousand Nights,1596,England,Nights
1874,S12000035,2016-2018,Thousand Nights,2824,All of GB,Nights
1875,S12000035,2017-2019,Thousand Visits,491,Scotland,Visits
1876,S12000035,2012-2014,Thousand Nights,1635,Scotland,Nights
1877,S12000035,2014-2016,Thousand Visits,834,All of GB,Visits
1878,S12000035,2016-2018,Thousand Visits,731,All of GB,Visits
1879,S12000035,2014-2016,million pounds (GBP),211,All of GB,Expenditure
1880,S12000035,2014-2016,Thousand Nights,1493,Scotland,Nights
1881,S12000035,2017-2019,Thousand Visits,846,All of GB,Visits
1882,S12000035,2016-2018,million pounds (GBP),167,All of GB,Expenditure
1883,S12000035,2015-2017,million pounds (GBP),117,England,Expenditure
1884,S12000035,2012-2014,million pounds (GBP),92,Scotland,Expenditure
1885,S12000035,2010-2012,million pounds (GBP),178,All of GB,Expenditure
1886,S12000035,2012-2014,million pounds (GBP),193,All of GB,Expenditure
1887,S12000035,2014-2016,Thousand Nights,3181,All of GB,Nights
1888,S12000035,2010-2012,Thousand Visits,509,Scotland,Visits
1889,S12000035,2013-2015,Thousand Nights,1813,Scotland,Nights
1890,S12000035,2013-2015,million pounds (GBP),113,England,Expenditure
1891,S12000035,2015-2017,million pounds (GBP),208,All of GB,Expenditure
1892,S12000035,2009-2011,million pounds (GBP),186,All of GB,Expenditure
1893,S12000035,2013-2015,Thousand Nights,3631,All of GB,Nights
1894,S12000035,2011-2013,million pounds (GBP),89,Scotland,Expenditure
1895,S12000035,2013-2015,million pounds (GBP),224,All of GB,Expenditure
1896,S12000035,2015-2017,million pounds (GBP),90,Scotland,Expenditure
1897,S12000035,2013-2015,Thousand Visits,891,All of GB,Visits
1898,S12000035,2016-2018,million pounds (GBP),97,England,Expenditure
1899,S12000035,2014-2016,Thousand Visits,473,Scotland,Visits
1900,S12000035,2009-2011,million pounds (GBP),92,England,Expenditure
1901,S12000035,2012-2014,Thousand Visits,821,All of GB,Visits
1902,S12000035,2015-2017,Thousand Visits,365,England,Visits
1903,S12000035,2010-2012,Thousand Visits,831,All of GB,Visits
1904,S12000035,2010-2012,Thousand Nights,1419,England,Nights
1905,S12000035,2016-2018,million pounds (GBP),68,Scotland,Expenditure
1906,S12000035,2016-2018,Thousand Visits,402,Scotland,Visits
1907,S12000035,2017-2019,Thousand Nights,1626,Scotland,Nights
1908,S12000035,2011-2013,million pounds (GBP),84,England,Expenditure
1909,S12000035,2009-2011,Thousand Nights,1851,Scotland,Nights
1910,S12000035,2011-2013,Thousand Visits,331,England,Visits
1911,S12000035,2011-2013,million pounds (GBP),178,All of GB,Expenditure
1912,S12000035,2015-2017,Thousand Visits,814,All of GB,Visits
1913,S12000035,2009-2011,Thousand Nights,3573,All of GB,Nights
1914,S12000035,2010-2012,Thousand Visits,307,England,Visits
1915,S12000035,2015-2017,Thousand Nights,1417,Scotland,Nights
1916,S12000035,2017-2019,Thousand Nights,3411,All of GB,Nights
1917,S12000035,2011-2013,Thousand Nights,3456,All of GB,Nights
1918,S12000035,2012-2014,Thousand Visits,332,England,Visits
1919,S12000035,2011-2013,Thousand Nights,1713,Scotland,Nights
1920,S12000035,2017-2019,million pounds (GBP),108,England,Expenditure
1921,S12000035,2009-2011,Thousand Visits,532,Scotland,Visits
1922,S12000035,2015-2017,Thousand Nights,3133,All of GB,Nights
1923,S12000035,2015-2017,Thousand Visits,443,Scotland,Visits
1924,S12000035,2013-2015,Thousand Visits,531,Scotland,Visits
1925,S12000035,2012-2014,Thousand Visits,464,Scotland,Visits
1926,S12000035,2012-2014,million pounds (GBP),95,England,Expenditure
1927,S12000035,2013-2015,million pounds (GBP),107,Scotland,Expenditure
1928,S12000035,2014-2016,million pounds (GBP),93,Scotland,Expenditure
